Job Name  	Count
util424   	29
util3     	29
04b-pre-  	28
util423   	28
util422   	28
util421   	28
util420   	28
util419   	28
util418   	28
util417   	28
util416   	28
util415   	28
util414   	28
util413   	28
util412   	28
util411   	28
util410   	28
util409   	28
util408   	28
util407   	28
util406   	28
util405   	28
util404   	28
util403   	28
util402   	28
util401   	28
react_2   	28
Est_2_GPU+	28
no_shuffl+	27
util32    	27
lamai_0   	27
cv_like_  	26
mrpc_llam+	26
J2_1.00.  	26
2_10.slurm	26
2_33.slurm	26
2_42.slurm	26
rte_opt_3+	26
louo.slurm	26
preprocess	25
sst2_llam+	25
util14    	25
infer_mdl+	25
SQA       	24
dpo_4     	24
dpo_5     	24
dpo_6     	24
dpo_7     	24
util27    	24
meso_unet+	24
rte_llama+	24
launch_4  	23
llm_attn2 	23
train_gp  	23
util24    	23
util25    	23
tts_tok_s+	23
util4     	23
hans_16_r+	22
job5.slu  	22
i-rag_13  	22
i-rag_14  	22
i-rag_15  	22
i-rag_12  	22
job5.slurm	22
util16    	22
util20    	22
util23    	22
util28    	22
util29    	22
design1.s+	22
dpo_11    	22
dpo_12    	22
dpo_13    	22
dpo_14    	22
dpo_15    	22
i-rag_8   	22
data_gen  	22
llm_attn  	21
reader_vi+	21
util15    	21
util17    	21
util18    	21
util19    	21
util21    	21
util6     	21
util9     	21
counttoken	21
hans_500_+	20
ease-movi+	20
ood_pyspa+	20
util12    	20
util13    	20
7_1.slurm 	19
7_79.slurm	19
8_1.slurm 	19
8_79.slurm	19
lamai_1   	19
lamai_2   	19
lamai_3   	19
finetune  	19
q-rag_1   	19
---- 90% ----
q-rag_2   	18
wnli_llam+	18
imc_denoi+	17
loso_fixe+	17
q-rag_3   	17
rte_llam  	17
mrpc_lla  	17
q-rag_0   	16
410m-2bit 	16
sst2_lla  	16
rte_opt_2+	16
run_elmgr+	16
train_mi  	15
dpo_8     	15
dpo_9     	15
dpo_10    	15
EV-01b-pr+	15
3b-pre-x  	15
3_1.slurm 	14
3_79.slurm	14
4_1.slurm 	14
4_79.slurm	14
i-rag_9   	14
i-rag_10  	14
i-rag_11  	14
llama27b_+	14
hip_nn.sl+	14
hans_500  	13
2bit_12b  	13
design2.s+	13
test      	13
CAV1_pat  	13
tts_nar_s+	13
paws_1000+	13
ood_pysp  	12
SLC2A11_W+	12
design3.s+	12
Est_2_GP  	12
util5     	12
util7     	12
util10    	12
5_33.slurm	12
8_10.slurm	12
8_42.slurm	12
tts_o_spe+	12
paws_100  	12
train_une+	11
tunertes  	11
7_1.slur  	11
5_1.slurm 	11
5_79.slurm	11
6_1.slurm 	11
6_79.slurm	11
i-rag_u_2 	11
llm_1     	11
virtualg  	11
wnli_lla  	11
sbatch    	11
ease-mov  	10
qnli_1000+	10
launch_di+	10
paws_mist+	10
test.slu  	10
util11    	10
1b5-pre-  	10
1b5-pre-x+	10
3b-pre-x5+	10
i-rag_u_  	10
sst2_100  	10
paws_500_+	10
sst2_100_+	10
7_79.slu  	9
10_1.slurm	9
10_79.slu+	9
11_1.slurm	9
11_79.slu+	9
12_1.slurm	9
12_79.slu+	9
13_1.slurm	9
13_79.slu+	9
14_1.slurm	9
14_79.slu+	9
15_1.slurm	9
15_79.slu+	9
16_1.slurm	9
16_79.slu+	9
17_1.slurm	9
17_79.slu+	9
18_1.slurm	9
18_79.slu+	9
19_1.slurm	9
19_79.slu+	9
20_1.slurm	9
20_79.slu+	9
21_1.slurm	9
21_79.slu+	9
22_1.slurm	9
22_79.slu+	9
23_1.slurm	9
23_79.slu+	9
24_1.slurm	9
24_79.slu+	9
25_1.slurm	9
25_79.slu+	9
26_1.slurm	9
26_79.slu+	9
27_1.slurm	9
27_79.slu+	9
28_1.slurm	9
28_79.slu+	9
29_1.slurm	9
29_79.slu+	9
30_1.slurm	9
30_79.slu+	9
31_1.slurm	9
31_79.slu+	9
32_1.slurm	9
32_79.slu+	9
33_1.slurm	9
33_79.slu+	9
34_1.slurm	9
34_79.slu+	9
35_1.slurm	9
35_79.slu+	9
36_1.slurm	9
36_79.slu+	9
37_1.slurm	9
37_79.slu+	9
38_1.slurm	9
38_79.slu+	9
39_1.slurm	9
39_79.slu+	9
40_1.slurm	9
40_79.slu+	9
41_1.slurm	9
41_79.slu+	9
42_1.slurm	9
42_79.slu+	9
43_1.slurm	9
43_79.slu+	9
44_1.slurm	9
44_79.slu+	9
45_1.slurm	9
45_79.slu+	9
46_1.slurm	9
46_79.slu+	9
47_1.slurm	9
47_79.slu+	9
48_1.slurm	9
48_79.slu+	9
49_1.slurm	9
49_79.slu+	9
50_1.slurm	9
50_79.slu+	9
51_1.slurm	9
51_79.slu+	9
52_1.slurm	9
52_79.slu+	9
53_1.slurm	9
53_79.slu+	9
9_1.slurm 	9
9_79.slurm	9
i-rag_u_0 	9
i-rag_u_1 	9
i-rag_u_3 	9
tunertest 	9
8_79.slu  	9
test_eval 	9
job6.slu  	9
kan_d3.sl+	9
hans_200_+	9
llm_2     	9
slurm_riv+	9
distill_s+	9
traincold+	9
mrpc_1000+	9
mrpc_500_+	9
sst2_500_+	9
mrpc_100_+	9
paws_100_+	9
sst2_1000+	9
no_shuff  	8
launch_d  	8
llm_attn_q	8
tunertestt	8
panda_ane+	8
ood_matlab	8
4_1.slur  	8
8_1.slur  	8
hans_200  	8
abp_safe  	8
kan_d2.sl+	8
shuffle_  	8
awq       	8
sst2_200_+	8
paws_200_+	8
mrpc_200_+	8
wnli_mist+	7
9_79.slu  	7
6_1.slur  	7
53_1.slu  	7
52_79.sl  	7
2_79.slu  	7
6_79.slu  	7
4_79.slu  	7
dpo       	7
3_10.slurm	7
3_33.slurm	7
3_42.slurm	7
4_10.slurm	7
4_33.slurm	7
4_42.slurm	7
kan_d1.sl+	7
5_79.slu  	7
run_dask_+	7
paws_500  	7
mrpc_100  	7
mpd_infer+	7
3_safe    	6
fastqproc+	6
scRNAutil+	6
2_1.slur  	6
pQTL_runT+	6
tunertes_2	6
1_79.slu  	6
meso_une  	6
test_eva  	6
1000loss.+	6
resnet_mi+	6
J2_0.80.s+	6
27_79.sl  	6
48_1.slu  	6
49_79.sl  	6
50_1.slu  	6
3_79.slu  	6
37_79.sl  	6
5_1.slur  	6
53_79.sl  	6
9_1.slur  	6
paws_16_c+	6
sst2_16_c+	6
sst2_50_c+	6
paws_50_c+	6
model_edit	6
mrpc_200  	6
paws_200  	6
sst2_200  	6
sst2_500  	6
language_+	6
hans_100_+	6
1_1.slur  	5
12b-2bit  	5
8_10.slu  	5
3b-tunef  	5
talon_ru  	5
J2_0.80.  	5
submit_d  	5
1b5-tune  	5
talon_run+	5
submit_df+	5
3b-tunefu+	5
1b5-tunef+	5
3b-pre-x59	5
36_79.sl  	5
34_79.sl  	5
33_79.sl  	5
32_79.sl  	5
32_1.slu  	5
26_79.sl  	5
42_1.slu  	5
42_79.sl  	5
43_1.slu  	5
43_79.sl  	5
44_1.slu  	5
44_79.sl  	5
45_1.slu  	5
46_1.slu  	5
46_79.sl  	5
47_1.slu  	5
47_79.sl  	5
48_79.sl  	5
49_1.slu  	5
50_79.sl  	5
51_1.slu  	5
51_79.sl  	5
41_79.sl  	5
41_1.slu  	5
39_79.sl  	5
37_1.slu  	5
52_1.slu  	5
paws_16_  	5
sst2_16_  	5
mrpc_16_c+	5
mrpc_50_c+	5
dorado_bc 	5
test_loc  	5
q-rag_4   	5
mrpc_500  	5
qnli_100  	5
qnli_500_+	5
llm_5     	5
train_un  	4
sched257  	4
sched320  	4
sched314  	4
sched312  	4
sched307  	4
sched304  	4
sched302  	4
sched295  	4
sched316  	4
sched293  	4
sched289  	4
sched290  	4
sched284  	4
sched283  	4
sched281  	4
sched266  	4
sched261  	4
sched325  	4
sched318  	4
sched317  	4
sched273  	4
sched327  	4
sched328  	4
sched329  	4
sched330  	4
sched331  	4
sched332  	4
sched333  	4
sched334  	4
sched335  	4
sched336  	4
sched337  	4
sched338  	4
sched339  	4
sched340  	4
sched341  	4
sched342  	4
sched343  	4
sched344  	4
sched345  	4
sched346  	4
sched347  	4
sched348  	4
sched349  	4
sched350  	4
sched351  	4
sched352  	4
sched353  	4
sched354  	4
sched355  	4
sched356  	4
sched357  	4
sched358  	4
sched359  	4
sched360  	4
sched361  	4
sched362  	4
sched363  	4
sched364  	4
sched365  	4
sched366  	4
sched367  	4
sched368  	4
sched369  	4
sched370  	4
sched371  	4
sched372  	4
sched373  	4
sched374  	4
sched375  	4
sched376  	4
sched377  	4
sched378  	4
sched379  	4
sched380  	4
sched381  	4
sched382  	4
sched383  	4
sched384  	4
sched385  	4
sched386  	4
sched387  	4
sched388  	4
sched389  	4
sched390  	4
sched391  	4
sched392  	4
sched393  	4
sched394  	4
sched395  	4
sched396  	4
sched397  	4
sched398  	4
sched399  	4
sched400  	4
sched401  	4
sched402  	4
sched403  	4
sched404  	4
sched405  	4
sched406  	4
sched407  	4
sched408  	4
sched409  	4
sched410  	4
sched411  	4
sched412  	4
sched413  	4
sched414  	4
sched415  	4
sched416  	4
sched417  	4
sched418  	4
sched419  	4
sched420  	4
sched421  	4
sched422  	4
sched423  	4
sched424  	4
sched425  	4
sched326  	4
sched800  	4
sched799  	4
sched798  	4
sched797  	4
sched796  	4
sched795  	4
sched794  	4
sched793  	4
sched792  	4
sched791  	4
sched790  	4
sched789  	4
sched788  	4
sched787  	4
sched786  	4
sched785  	4
sched784  	4
sched783  	4
sched782  	4
sched781  	4
sched780  	4
sched779  	4
sched778  	4
sched777  	4
sched776  	4
sched775  	4
sched774  	4
sched773  	4
sched772  	4
sched771  	4
sched770  	4
sched769  	4
sched768  	4
sched767  	4
sched766  	4
sched765  	4
sched764  	4
sched763  	4
sched762  	4
sched761  	4
sched760  	4
sched759  	4
sched758  	4
sched757  	4
sched756  	4
sched755  	4
sched754  	4
sched753  	4
sched752  	4
sched751  	4
sched750  	4
sched749  	4
sched748  	4
sched747  	4
sched746  	4
sched745  	4
sched744  	4
sched743  	4
sched742  	4
sched741  	4
sched740  	4
sched739  	4
sched738  	4
sched737  	4
sched736  	4
sched735  	4
sched734  	4
sched733  	4
sched732  	4
sched731  	4
sched730  	4
sched729  	4
sched728  	4
sched727  	4
sched726  	4
sched725  	4
sched724  	4
sched723  	4
sched722  	4
sched721  	4
sched720  	4
sched719  	4
sched718  	4
sched717  	4
sched716  	4
sched715  	4
sched714  	4
sched713  	4
sched712  	4
sched711  	4
sched710  	4
sched709  	4
sched708  	4
sched707  	4
sched706  	4
sched705  	4
sched704  	4
sched703  	4
sched702  	4
sched701  	4
sched700  	4
sched699  	4
sched698  	4
sched697  	4
sched696  	4
sched695  	4
sched694  	4
sched693  	4
sched692  	4
sched691  	4
sched690  	4
sched689  	4
sched688  	4
sched687  	4
sched686  	4
sched685  	4
sched684  	4
sched683  	4
sched682  	4
sched681  	4
sched680  	4
sched679  	4
sched678  	4
sched677  	4
sched676  	4
sched675  	4
sched674  	4
sched673  	4
sched672  	4
sched671  	4
sched670  	4
sched669  	4
sched668  	4
sched667  	4
sched666  	4
sched665  	4
sched664  	4
sched663  	4
sched662  	4
sched661  	4
sched660  	4
sched659  	4
sched658  	4
sched657  	4
sched656  	4
sched655  	4
sched654  	4
sched653  	4
sched652  	4
sched651  	4
sched650  	4
sched649  	4
sched648  	4
sched647  	4
sched646  	4
sched645  	4
sched644  	4
sched643  	4
sched642  	4
sched641  	4
sched640  	4
sched639  	4
sched638  	4
sched637  	4
sched636  	4
sched635  	4
sched634  	4
sched633  	4
sched632  	4
sched631  	4
sched630  	4
sched629  	4
sched628  	4
sched627  	4
sched626  	4
sched625  	4
sched624  	4
sched623  	4
sched622  	4
sched621  	4
sched620  	4
sched619  	4
sched618  	4
sched617  	4
sched616  	4
sched615  	4
sched614  	4
sched613  	4
sched612  	4
sched611  	4
sched610  	4
sched609  	4
sched608  	4
sched607  	4
sched606  	4
sched605  	4
sched604  	4
sched603  	4
sched602  	4
sched601  	4
sched600  	4
sched599  	4
sched598  	4
sched597  	4
sched596  	4
sched595  	4
sched594  	4
sched593  	4
sched592  	4
sched591  	4
sched590  	4
sched589  	4
sched588  	4
sched587  	4
sched586  	4
sched585  	4
sched584  	4
sched583  	4
sched581  	4
sched580  	4
sched579  	4
sched578  	4
sched577  	4
sched576  	4
sched575  	4
sched574  	4
sched573  	4
sched572  	4
sched571  	4
sched570  	4
sched569  	4
sched568  	4
sched567  	4
sched566  	4
sched565  	4
sched563  	4
sched562  	4
sched561  	4
sched560  	4
sched559  	4
sched558  	4
sched557  	4
sched556  	4
sched555  	4
sched554  	4
sched553  	4
sched552  	4
sched551  	4
sched550  	4
sched549  	4
sched548  	4
sched547  	4
sched546  	4
sched545  	4
sched544  	4
sched543  	4
sched542  	4
sched541  	4
sched540  	4
sched539  	4
sched538  	4
sched537  	4
sched536  	4
sched535  	4
sched534  	4
sched533  	4
sched532  	4
sched531  	4
sched530  	4
sched529  	4
sched528  	4
sched527  	4
sched526  	4
sched525  	4
sched524  	4
sched523  	4
sched522  	4
sched521  	4
sched520  	4
sched519  	4
sched518  	4
sched517  	4
sched516  	4
sched515  	4
sched514  	4
sched513  	4
sched512  	4
sched511  	4
sched510  	4
sched509  	4
sched508  	4
sched507  	4
sched506  	4
sched505  	4
sched504  	4
sched503  	4
sched502  	4
sched501  	4
sched500  	4
sched499  	4
sched498  	4
sched497  	4
sched496  	4
sched495  	4
sched494  	4
sched493  	4
sched492  	4
sched491  	4
sched490  	4
sched489  	4
sched488  	4
sched487  	4
sched486  	4
sched485  	4
sched484  	4
sched483  	4
sched482  	4
sched481  	4
sched480  	4
sched479  	4
sched478  	4
sched477  	4
sched476  	4
sched475  	4
sched474  	4
sched473  	4
sched472  	4
sched471  	4
sched470  	4
sched469  	4
sched468  	4
sched467  	4
sched466  	4
sched465  	4
sched464  	4
sched463  	4
sched462  	4
sched461  	4
sched460  	4
sched459  	4
sched458  	4
sched457  	4
sched456  	4
sched455  	4
sched454  	4
sched453  	4
sched452  	4
sched451  	4
sched450  	4
sched449  	4
sched448  	4
sched447  	4
sched446  	4
sched445  	4
sched444  	4
sched443  	4
sched442  	4
sched441  	4
sched440  	4
sched439  	4
sched438  	4
sched437  	4
sched436  	4
sched435  	4
sched434  	4
sched433  	4
sched432  	4
sched431  	4
sched430  	4
sched429  	4
sched428  	4
sched427  	4
sched426  	4
sched313  	4
sched324  	4
tts_tok_  	4
design2.  	4
design1.  	4
2_42.slu  	4
2_10.slu  	4
4_10.slu  	4
4_33.slu  	4
4_42.slu  	4
1_33.slu  	4
1_42.slu  	4
single-gp+	4
8_42.slu  	4
7_42.slu  	4
5_33.slu  	4
5_10.slurm	4
5_42.slurm	4
6_10.slurm	4
6_33.slurm	4
6_42.slurm	4
7_10.slurm	4
7_33.slurm	4
7_42.slurm	4
8_33.slurm	4
python.sh 	4
job6.slurm	4
kan_d1.s  	4
llm_dyg_n+	4
llm_q_non+	4
10_1.slu  	4
10_79.sl  	4
36_1.slu  	4
34_1.slu  	4
33_1.slu  	4
3_1.slur  	4
29_79.sl  	4
27_1.slu  	4
18_1.slu  	4
31_79.sl  	4
31_1.slu  	4
30_1.slu  	4
30_79.sl  	4
28_79.sl  	4
26_1.slu  	4
24_1.slu  	4
23_79.sl  	4
23_1.slu  	4
15_79.sl  	4
45_79.sl  	4
40_79.sl  	4
40_1.slu  	4
39_1.slu  	4
38_79.sl  	4
38_1.slu  	4
mrpc_16_  	4
paws_50_  	4
full      	4
DETR EMS +	4
run_patch+	4
full_trai+	4
train_cpu+	4
qnli_500  	4
hans_50_  	4
hans_50_r+	4
dynamic_g+	4
wnli_500_+	4
3dgs_moni 	4
paws_mis  	3
train.sl  	3
vicuna_7b 	3
sched37   	3
sched38   	3
sched39   	3
sched40   	3
sched41   	3
sched42   	3
sched43   	3
sched44   	3
sched45   	3
sched46   	3
sched47   	3
sched48   	3
sched49   	3
sched50   	3
sched51   	3
sched52   	3
sched53   	3
sched54   	3
sched55   	3
sched56   	3
sched57   	3
sched58   	3
sched59   	3
sched60   	3
sched61   	3
sched62   	3
sched63   	3
sched64   	3
sched65   	3
sched66   	3
sched67   	3
sched68   	3
sched69   	3
sched70   	3
sched71   	3
sched72   	3
sched73   	3
sched74   	3
sched75   	3
sched76   	3
sched77   	3
sched78   	3
sched79   	3
sched80   	3
sched81   	3
sched82   	3
sched83   	3
sched84   	3
sched85   	3
sched86   	3
sched87   	3
sched88   	3
sched89   	3
sched90   	3
sched91   	3
sched92   	3
sched93   	3
sched94   	3
sched95   	3
sched96   	3
sched97   	3
sched98   	3
sched99   	3
sched100  	3
sched101  	3
sched102  	3
sched103  	3
sched104  	3
sched105  	3
sched106  	3
sched107  	3
sched108  	3
sched109  	3
sched110  	3
sched111  	3
sched112  	3
sched113  	3
sched114  	3
sched115  	3
sched116  	3
sched117  	3
sched118  	3
sched119  	3
sched120  	3
sched121  	3
sched122  	3
sched123  	3
sched124  	3
sched125  	3
sched126  	3
sched127  	3
sched128  	3
sched129  	3
sched130  	3
sched131  	3
sched132  	3
sched133  	3
sched134  	3
sched135  	3
sched136  	3
sched137  	3
sched138  	3
sched139  	3
sched140  	3
sched141  	3
sched142  	3
sched143  	3
sched144  	3
sched145  	3
sched146  	3
sched147  	3
sched148  	3
sched149  	3
sched150  	3
sched151  	3
sched152  	3
sched153  	3
sched154  	3
sched155  	3
sched156  	3
sched157  	3
sched158  	3
sched159  	3
sched160  	3
sched161  	3
sched162  	3
sched163  	3
sched164  	3
sched165  	3
sched166  	3
sched167  	3
sched168  	3
sched169  	3
sched170  	3
sched171  	3
sched172  	3
sched173  	3
sched174  	3
sched175  	3
sched176  	3
sched177  	3
sched178  	3
sched179  	3
sched180  	3
sched181  	3
sched182  	3
sched183  	3
sched184  	3
sched185  	3
sched186  	3
sched187  	3
sched188  	3
sched189  	3
sched190  	3
sched191  	3
sched192  	3
sched193  	3
sched194  	3
sched195  	3
sched196  	3
sched197  	3
sched198  	3
sched199  	3
sched200  	3
sched201  	3
sched202  	3
sched203  	3
sched204  	3
sched205  	3
sched206  	3
sched207  	3
sched208  	3
sched209  	3
sched210  	3
sched211  	3
sched212  	3
sched213  	3
sched214  	3
sched215  	3
sched216  	3
sched217  	3
sched218  	3
sched219  	3
sched220  	3
sched221  	3
sched222  	3
sched223  	3
sched224  	3
sched225  	3
sched226  	3
sched227  	3
sched228  	3
sched229  	3
sched230  	3
sched231  	3
sched232  	3
sched233  	3
sched234  	3
sched235  	3
sched236  	3
sched237  	3
sched238  	3
sched239  	3
sched240  	3
sched241  	3
sched242  	3
sched243  	3
sched244  	3
sched245  	3
sched246  	3
sched247  	3
sched248  	3
sched249  	3
sched250  	3
sched251  	3
sched252  	3
sched253  	3
sched254  	3
sched255  	3
sched256  	3
sched258  	3
sched259  	3
sched260  	3
sched262  	3
sched263  	3
sched264  	3
sched265  	3
sched267  	3
sched268  	3
sched269  	3
sched270  	3
sched271  	3
sched272  	3
sched274  	3
sched275  	3
sched276  	3
sched277  	3
sched278  	3
sched279  	3
sched280  	3
sched282  	3
sched285  	3
sched286  	3
sched287  	3
sched288  	3
sched291  	3
sched292  	3
sched294  	3
sched296  	3
sched297  	3
sched298  	3
sched299  	3
sched300  	3
sched301  	3
sched303  	3
sched305  	3
sched306  	3
sched308  	3
sched309  	3
sched310  	3
sched311  	3
sched315  	3
sched319  	3
sched321  	3
sched322  	3
